transaction_amount,recipient_is_new_payee,hours_since_last_login,time_of_day,is_first_payment_to_recipient,deviation_from_avg_transaction_zscore,num_payments_today,account_age_days,is_international,is_fraud
27.11,0,2.19,16,0,-0.423,1,2063.5,0,0
86.95,1,20.88,15,0,1.927,0,639.4,0,0
150.53,0,8.03,17,0,-1.463,1,879.1,0,0
81.65,0,44.32,9,0,-0.442,0,1055.4,0,0
42.07,0,5.2,15,0,-1.332,0,864.3,0,0
58.78,0,8.42,12,0,-1.471,1,893.8,0,0
66.43,1,8.82,10,0,-1.654,1,1033.4,0,0
80.22,0,1.99,10,0,0.493,0,616.7,0,0
171.29,0,3.93,11,0,-1.063,1,622.5,0,0
84.03,0,9.23,16,0,-0.204,0,640.0,0,0
20.24,0,4.16,8,0,0.714,1,1097.3,0,0
41.35,1,7.18,19,0,0.371,0,1216.8,0,0
76.79,1,45.81,19,0,0.331,3,585.0,0,0
173.38,0,12.12,19,0,0.971,0,614.9,0,0
200.97,0,8.51,18,0,1.288,3,1158.2,0,0
301.41,0,9.7,11,0,-1.001,0,1302.3,0,0
74.52,0,0.6,0,0,0.387,1,1376.8,0,0
127.59,0,19.17,9,0,-0.218,0,652.2,0,0
19.37,0,3.81,18,0,-0.117,0,1109.6,1,0
96.1,0,72.19,8,0,-1.209,0,1820.8,0,0
26.74,1,0.5,7,0,-0.426,2,721.4,0,0
63.23,0,27.58,19,0,-0.338,2,1254.1,0,0
876.0,0,46.31,8,0,1.144,2,968.6,0,0
86.32,0,1.03,17,0,-0.924,1,2223.1,0,0
32.0,1,50.29,21,0,-1.908,1,290.0,0,0
94.31,0,4.0,16,0,-0.005,3,1030.3,0,0
42.97,0,6.35,18,0,-1.005,0,1616.8,0,0
29.47,0,36.72,19,0,-0.112,2,565.3,1,0
398.48,0,5.08,9,0,0.529,2,1270.3,0,0
165.14,0,37.05,9,0,-0.08,1,735.8,0,0
89.45,0,3.11,8,0,-0.345,0,368.9,1,0
47.8,0,19.84,17,0,-0.125,3,724.7,0,0
51.2,0,13.36,10,0,0.678,1,587.1,0,0
247.43,0,42.01,12,0,-0.924,3,1443.4,0,0
86.54,0,14.2,12,0,0.583,0,2240.0,0,0
5.0,0,32.72,15,0,-0.804,1,752.4,1,0
522.07,0,3.62,13,0,0.482,0,727.7,0,0
77.91,0,3.99,12,0,-1.234,0,318.4,1,0
89.29,1,14.41,10,0,0.434,3,1384.0,0,0
167.95,0,111.84,12,0,-0.081,3,1739.1,0,0
99.05,0,7.18,17,0,0.077,3,1168.2,0,0
125.82,0,20.06,9,0,0.767,2,712.9,0,0
46.52,0,1.21,19,0,-0.657,3,1052.6,0,0
23.45,0,0.07,12,0,-0.02,0,1362.0,0,0
84.62,0,51.26,16,0,0.243,0,863.1,0,0
225.17,0,2.66,13,0,-0.239,0,1217.8,0,0
38.45,0,42.67,22,0,0.573,1,770.8,0,0
920.16,1,0.61,5,1,3.531,6,117.1,1,1
35.92,0,26.43,16,0,0.264,1,468.7,0,0
188.27,0,9.18,17,0,-0.464,0,1331.4,0,0
45.21,0,46.41,10,0,1.009,2,990.2,0,0
47.04,0,33.39,18,0,0.45,0,1057.0,0,0
48.56,0,0.74,0,0,-0.674,0,1418.6,0,0
63.1,0,8.45,8,0,-0.682,3,597.2,0,0
17.5,0,6.98,13,0,-0.176,1,729.1,0,0
512.75,0,1.71,0,1,2.293,3,363.2,0,1
42.16,0,3.61,18,0,0.358,0,1724.8,0,0
81.11,0,0.95,14,0,-1.771,1,1034.1,0,0
80.62,0,25.47,15,0,-0.64,0,1360.8,0,0
241.25,1,1.08,3,1,1.548,3,94.2,0,1
178.45,0,34.31,12,0,-0.462,0,939.6,1,0
318.46,1,3.72,8,0,-1.15,0,1204.4,0,0
241.2,0,9.33,18,0,-0.817,0,1227.0,0,0
145.1,0,48.42,17,0,0.11,2,677.5,0,0
58.77,1,16.04,21,0,-0.391,0,2318.7,0,0
39.27,0,2.92,10,0,-0.328,2,1051.3,0,0
67.71,0,19.53,14,0,-1.103,4,409.8,0,0
109.7,0,1.98,17,0,-0.171,0,457.4,0,0
134.11,0,18.05,9,0,-1.203,3,747.8,0,0
113.25,1,4.78,15,0,1.167,0,357.6,0,0
60.16,0,1.89,18,0,1.395,2,1612.2,0,0
130.17,0,11.97,12,0,-0.379,0,685.1,0,0
194.75,0,15.94,3,0,-0.898,1,520.5,0,0
140.91,0,1.81,8,0,0.684,0,1082.4,0,0
64.9,1,12.07,9,0,0.474,0,1212.6,0,0
32.83,0,9.65,18,0,1.5,1,773.8,0,0
32.17,0,7.48,14,0,1.713,0,1220.5,0,0
37.37,0,29.71,9,1,-1.621,1,1351.9,0,0
400.87,1,6.09,1,1,3.796,4,63.4,1,1
82.97,0,11.84,18,0,0.927,2,763.5,0,0
103.73,0,7.83,17,0,-0.178,1,491.2,0,0
20.04,0,1.78,9,0,0.439,0,720.2,0,0
43.45,0,0.7,19,0,0.622,1,836.0,0,0
82.01,0,23.55,11,0,0.589,0,946.6,0,0
31.04,0,7.23,8,0,0.8,0,1367.3,0,0
96.43,0,29.88,8,0,-0.448,2,850.2,0,0
51.35,0,0.26,13,0,-0.762,0,631.3,0,0
36.06,0,49.94,18,0,0.95,0,710.0,0,0
69.77,0,10.45,19,0,-0.697,0,1018.4,0,0
93.08,0,8.53,16,0,1.489,0,1062.5,0,0
32.42,0,18.62,19,0,-0.612,0,1873.8,0,0
54.26,0,10.78,10,0,-0.305,2,830.8,0,0
99.24,0,150.8,9,1,-0.152,0,633.4,1,0
34.89,0,12.34,9,0,-1.233,1,301.9,0,0
16.3,0,24.52,10,0,-1.231,0,375.0,0,0
18.06,0,7.55,17,0,0.73,0,1153.7,0,0
46.74,0,23.26,9,0,-1.376,1,693.1,0,0
21.74,0,22.16,13,0,2.016,0,1536.9,0,0
49.62,1,25.66,17,0,-0.075,1,342.5,0,0
274.57,0,12.88,19,0,-0.823,2,739.7,0,0
20.66,1,6.39,9,0,0.336,0,1338.5,0,0
52.45,0,1.91,19,0,-1.97,1,1627.7,0,0
408.49,0,46.61,8,0,-0.267,0,1198.0,0,0
94.34,0,7.54,16,0,-0.164,0,1404.0,0,0
48.79,0,3.88,12,0,-1.013,3,618.4,0,0
58.36,0,2.48,11,0,-0.505,0,802.5,0,0
96.06,1,7.7,19,0,1.221,0,1674.2,1,0
281.86,1,2.08,13,0,0.147,0,593.3,0,0
42.47,0,2.95,11,0,0.32,2,931.3,0,0
35.02,0,18.09,13,0,-0.629,1,1252.3,0,0
20.66,0,4.98,16,1,-1.059,1,1575.7,0,0
72.79,0,74.44,12,0,-0.193,1,880.0,0,0
20.19,0,17.76,14,0,-1.966,0,785.4,0,0
44.96,1,19.71,0,0,-0.877,3,1111.5,0,0
30.8,0,6.37,15,0,-1.002,0,1931.6,0,0
166.17,0,4.17,11,0,-1.631,1,1106.3,0,0
387.77,1,1.31,4,0,2.549,6,284.4,1,1
43.29,1,16.96,14,0,0.519,0,1129.4,0,0
93.45,0,35.42,11,0,-0.104,1,878.6,0,0
17.06,0,25.13,18,0,-0.496,1,613.4,0,0
74.57,0,9.3,18,0,0.537,1,794.0,0,0
23.98,0,10.43,19,0,-1.315,1,871.2,0,0
46.44,0,1.72,18,0,-1.075,1,170.7,0,0
436.82,0,24.19,9,1,0.894,2,2055.1,0,0
147.28,0,12.82,15,0,1.825,2,788.5,0,0
59.79,0,34.67,12,0,0.547,0,918.0,0,0
1011.41,0,4.91,17,0,0.377,1,1149.7,0,0
30.63,0,18.89,8,0,-0.465,0,697.2,0,0
179.55,0,53.8,10,0,-0.447,1,1374.3,0,0
18.12,0,0.53,10,0,0.182,1,1112.0,0,0
54.2,0,11.68,14,0,1.098,0,959.2,0,0
282.22,1,0.05,22,1,4.031,2,92.0,1,1
21.21,0,2.69,23,0,0.341,2,844.3,0,0
694.22,1,1.46,12,1,3.516,2,108.1,0,1
82.99,0,28.06,18,1,0.766,0,594.7,0,0
69.94,0,3.78,13,0,-0.733,0,1157.2,0,0
51.34,1,22.12,8,0,0.494,1,2331.4,1,0
168.72,0,22.06,18,0,-0.537,2,1601.2,0,0
41.18,0,28.69,14,0,0.112,2,1227.1,0,0
88.04,0,13.36,8,0,0.493,1,1693.1,0,0
133.95,0,0.51,15,0,-0.425,1,724.3,0,0
18.9,0,0.36,17,0,-0.814,0,655.4,0,0
35.3,0,38.56,18,0,0.29,0,918.6,0,0
69.81,0,41.32,18,0,-0.108,1,945.4,0,0
113.94,0,34.95,19,0,0.109,0,1528.1,0,0
223.2,0,15.95,15,0,0.526,0,1357.1,0,0
55.51,0,30.63,15,1,1.046,0,333.6,0,0
50.96,1,3.58,22,0,0.531,0,1372.5,0,0
31.76,1,4.75,15,0,0.426,2,850.4,0,0
88.28,0,7.48,8,0,-0.4,1,1081.1,0,0
51.8,0,23.95,14,0,-0.277,0,894.7,0,0
52.83,0,12.93,18,0,0.364,1,691.7,0,0
61.57,1,27.13,4,0,-0.291,1,1076.3,0,0
106.58,0,8.52,10,0,0.36,1,668.6,0,0
41.3,1,26.75,18,0,-0.652,2,858.5,0,0
34.59,0,21.73,19,0,1.543,3,617.0,0,0
96.25,0,40.12,12,0,0.155,0,523.7,0,0
5.09,0,8.45,18,0,0.102,0,2274.6,1,0
39.92,0,20.31,16,0,-0.386,2,743.2,0,0
25.06,0,41.54,10,0,1.53,1,859.0,0,0
185.45,0,33.33,13,0,-1.003,3,1589.3,0,0
45.84,0,1.56,12,0,-0.562,0,989.6,0,0
41.4,0,31.84,17,0,0.683,2,604.2,0,0
63.99,0,39.97,12,0,0.192,0,607.1,0,0
40.2,0,7.33,10,0,-0.461,1,584.2,0,0
47.36,0,13.66,13,0,-0.438,3,1923.5,0,0
72.42,0,8.31,13,0,-0.233,6,311.0,0,0
46.58,0,23.72,18,0,0.082,0,548.4,0,0
46.3,0,47.55,8,0,1.243,1,753.6,0,0
28.26,0,9.65,18,0,0.484,1,751.7,0,0
25.01,0,13.9,10,0,0.819,0,715.1,0,0
70.21,1,2.75,10,0,-0.347,2,1166.6,0,0
86.54,0,11.45,13,0,0.413,1,1036.4,0,0
19.81,0,6.51,9,0,-1.244,0,652.5,0,0
127.22,0,10.84,19,0,0.146,1,731.6,0,0
127.67,0,23.73,19,1,0.094,1,2586.7,1,0
152.7,0,28.77,9,0,1.457,1,1055.8,0,0
86.05,0,1.99,13,0,1.246,0,195.4,0,0
114.61,0,35.94,19,0,-0.207,2,606.1,0,0
427.21,0,2.09,16,0,-0.654,1,717.1,0,0
51.61,0,17.49,1,0,-0.632,0,2247.9,0,0
27.42,0,30.04,15,0,-0.236,0,740.0,0,0
18.1,0,15.22,16,0,1.041,0,765.9,1,0
296.58,0,34.11,11,0,0.332,0,381.0,0,0
299.91,0,6.12,7,0,0.414,1,940.0,1,0
30.39,0,33.47,12,0,0.649,1,1301.7,0,0
35.94,0,10.98,10,0,-0.795,0,909.7,0,0
50.63,1,16.92,18,0,-0.567,1,736.9,0,0
188.79,0,33.27,5,0,0.416,0,838.9,0,0
22.33,0,6.6,11,0,-0.623,2,1274.6,0,0
12.53,0,23.38,9,0,-1.221,1,803.2,0,0
420.9,0,5.33,13,1,-0.866,0,810.8,0,0
86.97,0,15.07,15,0,0.843,3,1111.9,0,0
98.13,0,8.81,19,0,-0.299,0,676.3,0,0
56.02,0,6.65,17,0,0.181,2,581.6,0,0
99.08,0,47.11,18,0,-0.826,0,390.8,0,0
18.41,0,9.17,19,0,0.304,2,861.9,0,0
32.63,0,6.23,16,0,-0.216,2,667.1,0,0
72.92,1,2.03,18,0,0.357,1,1373.4,0,0
9.68,0,37.9,11,0,-0.382,0,810.7,0,0
51.57,0,19.35,16,0,0.403,2,1298.1,0,0
48.93,0,19.23,9,0,-0.422,3,1187.6,1,0
51.56,0,0.8,18,0,-0.064,3,366.8,0,0
41.75,0,2.14,15,0,-0.217,1,504.4,0,0
28.6,0,34.54,16,0,0.021,0,1998.5,0,0
14.17,0,5.38,12,0,0.223,2,681.4,0,0
75.42,0,2.8,18,0,-0.396,0,1072.7,0,0
51.67,0,2.05,8,0,-0.096,1,856.9,0,0
20.72,0,12.25,11,0,0.149,1,372.7,0,0
70.33,0,5.18,12,0,0.406,0,605.6,0,0
51.9,0,18.03,1,0,-0.061,0,548.6,0,0
45.07,0,29.03,14,0,-0.71,0,1250.6,0,0
10.66,0,43.59,19,0,0.069,2,603.7,0,0
119.15,0,10.81,22,0,0.536,4,1812.8,0,0
23.38,0,5.64,13,0,-1.067,1,1124.9,0,0
70.37,0,14.21,16,0,-1.057,0,467.0,0,0
33.55,0,12.98,10,0,-0.53,0,238.6,0,0
47.92,0,48.29,3,0,-0.154,1,949.9,0,0
177.58,0,28.68,13,0,-1.758,2,1095.5,0,0
104.78,1,3.95,11,1,0.459,0,752.6,0,0
174.26,0,33.36,16,0,-0.146,1,929.6,0,0
88.31,0,5.0,14,0,-1.881,0,423.7,0,0
93.38,0,22.46,9,0,-0.891,1,779.4,0,0
14.67,0,17.19,13,0,-0.24,1,1373.8,0,0
50.91,0,18.03,12,0,-1.418,2,2030.6,0,0
55.08,0,3.15,20,0,0.776,1,874.6,0,0
188.69,0,9.83,14,0,0.149,1,1049.0,0,0
43.37,0,13.73,19,0,0.543,1,1393.7,0,0
83.52,0,23.84,18,0,-0.823,2,964.8,0,1
80.79,0,37.41,18,0,0.329,2,1080.3,0,0
178.4,1,0.88,18,0,-0.529,0,1732.8,0,0
59.52,0,3.42,19,0,-0.154,0,1057.0,0,0
134.78,1,9.1,9,0,0.282,1,764.6,0,0
15.66,0,3.16,13,0,-0.056,2,1718.0,0,0
16.91,0,28.58,14,0,0.647,1,1010.7,0,0
9.58,0,39.23,18,0,0.111,2,490.6,0,0
130.07,0,32.22,12,0,-0.371,1,806.5,0,0
118.23,0,3.49,16,1,0.674,2,2143.6,1,0
142.92,0,15.12,17,0,0.843,1,1442.7,0,0
37.5,0,17.46,14,0,0.07,1,689.5,0,0
41.31,0,10.28,10,0,1.069,0,1528.1,0,0
60.17,0,5.49,8,0,-0.188,1,802.2,0,0
227.5,0,17.55,6,0,-0.102,0,613.7,0,0
281.39,0,6.4,10,0,0.004,1,1387.9,0,0
130.94,0,1.65,15,0,-0.104,0,501.6,0,0
88.36,0,12.61,10,0,-0.248,2,620.4,0,0
207.49,0,33.28,18,0,-0.572,4,956.4,0,0
53.65,0,0.61,18,0,-0.795,1,1033.3,0,0
47.83,0,29.26,18,0,0.089,1,1289.9,1,0
59.76,0,12.68,7,0,0.959,1,555.5,0,0
594.5,1,1.81,23,1,2.001,8,134.9,0,1
29.02,0,13.13,13,0,0.651,2,964.6,0,0
57.47,0,32.47,19,0,0.31,1,279.6,0,0
25.8,1,0.24,4,1,0.999,0,311.2,0,0
159.37,0,1.16,14,0,0.015,4,635.1,0,0
105.86,0,5.14,17,0,-0.791,1,1289.3,0,0
224.78,0,23.95,9,0,-0.28,0,1144.3,1,0
16.7,0,9.84,13,0,-0.049,2,800.6,0,0
335.78,0,34.25,4,0,-0.41,1,357.3,0,0
17.52,0,17.17,15,0,0.488,2,1027.8,0,0
24.08,1,24.5,3,0,0.748,2,2849.7,0,0
39.34,0,89.8,18,1,-1.386,1,896.2,0,0
202.67,0,9.21,18,0,-0.116,3,502.7,0,0
80.78,0,22.57,9,0,-2.322,1,864.0,0,0
54.2,0,20.25,11,1,-0.073,1,391.9,0,0
34.0,0,28.73,3,0,-0.082,0,686.1,0,0
20.71,0,47.52,10,0,1.421,1,1242.4,0,0
174.64,0,12.04,10,0,1.181,3,1661.1,0,0
131.48,0,18.32,14,0,0.746,2,774.3,0,1
210.52,0,51.06,13,0,-0.768,0,457.1,0,0
93.44,0,19.87,17,0,-0.814,2,1279.2,0,0
7.06,0,4.74,11,0,-0.877,0,1003.5,0,0
23.15,0,25.84,14,0,1.221,0,856.0,0,0
99.0,1,7.07,1,0,-0.728,0,935.6,0,0
48.7,0,13.11,8,0,-0.308,3,790.8,0,0
41.47,0,7.12,16,0,-0.72,2,895.3,0,0
26.11,0,60.2,16,0,-1.007,2,973.7,0,0
149.22,1,44.28,15,0,0.266,1,1020.8,0,0
98.27,0,1.85,8,0,0.123,2,926.7,0,0
102.11,0,32.25,19,0,-1.78,0,584.2,0,0
38.92,0,24.17,15,0,-1.042,1,1976.6,0,0
77.47,1,2.78,7,0,0.204,1,875.2,0,0
21.39,0,3.65,15,0,-0.058,2,344.9,0,0
59.72,0,8.44,9,0,-0.321,2,810.2,0,0
7.78,0,22.25,10,0,0.485,2,833.4,0,0
17.59,0,21.75,9,0,-1.154,2,618.0,0,0
50.71,0,1.47,13,0,-0.476,2,523.1,0,0
502.13,0,12.41,18,0,0.414,2,972.2,0,0
14.43,0,7.72,8,0,-0.519,2,966.3,0,0
23.17,0,1.13,13,0,0.25,1,491.3,0,0
80.18,0,26.99,11,0,-0.917,2,978.0,0,0
300.07,0,1.12,19,0,-0.659,2,1092.0,0,0
79.19,0,32.42,15,0,-1.426,0,465.7,0,0
121.12,0,24.11,10,0,-1.646,1,795.1,0,0
50.05,0,19.32,11,0,-0.381,0,1965.0,0,0
43.21,0,11.44,14,0,0.36,1,1202.6,0,0
71.51,0,49.46,8,0,-0.092,2,1204.7,0,0
38.11,0,9.19,8,0,0.928,1,1212.9,0,0
123.42,0,3.59,16,0,-0.314,1,1500.5,0,0
17.02,0,5.27,17,0,-1.696,2,242.8,0,0
142.09,0,0.24,16,0,0.275,0,628.1,0,0
68.95,0,38.09,10,0,-0.863,3,374.4,0,0
55.56,0,13.55,18,0,0.101,2,785.4,0,0
16.5,0,67.4,10,0,-1.828,0,700.6,0,0
29.0,0,18.62,18,0,-0.22,0,736.8,0,0
184.72,0,27.92,20,0,0.562,2,1248.0,0,0
55.85,0,17.74,13,0,0.464,2,637.2,0,0
84.49,1,35.9,19,1,-0.201,1,2009.9,0,0
31.58,0,5.21,12,0,-0.041,0,320.1,0,0
65.06,0,2.93,16,0,-0.398,1,1567.6,0,0
20.77,0,1.54,15,0,-0.239,2,412.2,0,0
72.6,0,25.36,8,0,0.501,0,1224.2,0,0
91.38,0,1.14,17,0,-0.6,2,1192.3,0,0
87.58,1,21.98,12,0,-0.522,0,797.8,0,0
30.94,0,48.61,13,0,-1.264,2,1285.6,0,0
49.86,0,117.42,14,0,0.517,5,602.8,0,0
105.28,0,22.7,1,0,-0.256,1,550.4,0,0
55.72,0,0.45,14,0,-1.01,3,1236.5,0,0
52.24,0,0.72,1,0,0.658,1,704.4,0,0
336.28,0,29.84,7,0,-0.081,0,1900.4,0,0
29.72,0,97.28,11,0,-0.637,1,1235.7,0,0
167.06,0,11.03,15,0,0.67,2,1059.3,0,0
24.99,0,18.6,17,0,-0.317,3,732.6,1,0
116.35,0,6.42,9,0,-1.299,0,496.5,0,0
121.75,1,19.87,9,0,0.723,1,1437.6,0,0
43.22,1,0.85,23,0,-0.716,2,1430.1,0,0
23.69,0,12.9,16,0,2.373,1,635.8,0,0
12.49,1,53.51,14,0,-0.4,0,458.4,0,0
39.53,0,8.99,12,0,-1.656,1,939.7,0,0
138.03,1,0.88,1,0,2.536,3,125.8,0,1
104.3,0,4.65,10,0,1.36,1,911.8,0,0
26.68,0,41.05,8,0,-0.089,0,1328.4,0,0
72.41,0,11.99,14,0,0.161,0,796.2,0,0
19.01,0,36.32,15,0,0.262,0,1791.0,0,0
54.66,0,19.78,16,0,-1.132,0,1138.6,0,0
25.15,0,6.21,9,0,-1.777,0,1928.0,0,0
62.41,0,78.77,16,0,1.519,0,448.1,0,0
43.56,0,3.56,16,0,-1.294,2,984.2,0,0
24.24,0,28.26,11,0,1.267,1,1719.2,0,0
38.09,1,25.84,1,0,0.378,0,475.1,0,0
30.14,0,38.76,15,0,0.097,0,1382.9,0,0
21.83,0,5.98,12,0,-0.418,1,367.8,0,0
167.39,0,4.77,19,0,1.804,4,1815.2,0,0
49.1,0,27.78,9,1,-0.598,1,495.3,0,0
10.26,0,3.24,10,0,-0.575,1,463.0,0,0
39.26,0,14.33,8,0,0.495,0,515.0,0,0
145.11,0,2.39,16,0,-0.582,1,1294.0,0,0
34.91,0,23.65,18,0,-0.852,0,789.1,0,0
238.19,0,7.98,8,0,-0.089,1,879.5,0,0
32.2,0,50.81,9,0,0.508,0,2072.0,1,0
102.3,0,18.62,18,0,1.461,0,602.4,0,0
160.96,0,15.81,17,0,1.624,2,917.7,0,0
97.77,0,4.77,17,0,-1.475,1,1685.9,0,0
20.73,0,22.45,18,0,0.792,3,479.9,0,0
29.93,0,12.48,10,0,-0.829,1,3602.8,0,0
180.29,0,7.65,9,1,-0.789,2,828.4,0,0
33.65,0,21.22,11,0,-0.474,1,579.7,0,0
152.83,0,69.75,19,0,-0.525,2,460.4,0,0
46.26,0,6.88,14,0,-0.898,0,1081.8,0,0
75.21,0,32.03,14,0,-1.902,1,1012.3,0,0
20.53,0,7.42,16,0,1.116,1,508.0,0,0
39.76,0,14.88,18,0,0.677,2,1542.2,0,0
31.69,0,3.61,9,0,-0.054,0,1165.9,0,0
80.78,0,14.62,14,0,-0.815,0,1505.7,0,0
72.18,0,16.96,16,0,0.947,1,1613.2,0,0
98.82,0,10.54,12,0,-0.092,0,456.0,0,0
43.95,0,13.61,15,0,-0.501,2,1606.1,0,0
30.24,0,22.78,12,0,-1.356,1,1249.3,0,0
77.89,0,9.54,18,0,0.39,1,1154.8,0,0
27.79,0,6.22,11,0,-0.308,1,811.7,0,0
166.78,0,44.88,15,0,0.168,0,1562.6,0,0
60.5,0,6.83,19,1,0.094,2,1676.0,0,0
50.54,0,10.92,14,1,0.468,1,1113.8,0,0
98.78,0,20.11,16,0,0.133,1,1157.2,0,0
62.5,0,4.13,18,0,-0.284,1,2254.4,0,0
16.29,0,56.98,18,0,0.403,1,199.3,0,0
27.05,0,52.05,6,0,0.72,2,1764.2,0,0
163.87,0,58.99,5,0,1.197,2,940.1,0,1
71.61,0,15.22,1,1,-0.937,2,1836.9,0,0
15.97,0,9.58,16,0,0.849,0,591.5,0,0
89.95,0,71.67,8,0,-1.311,2,1099.5,0,0
41.46,1,23.34,8,0,0.771,0,1088.4,0,0
31.71,0,6.36,13,0,-0.513,2,1209.3,0,0
25.2,0,27.32,9,0,0.633,0,831.7,0,0
156.01,0,3.64,16,0,1.154,1,718.3,0,0
12.55,1,1.65,10,0,0.143,2,1207.9,0,0
32.72,0,67.61,13,0,-0.038,2,1278.2,0,0
73.86,0,0.36,1,0,-0.079,3,893.0,0,0
255.09,0,2.41,19,0,-0.376,1,1179.5,0,0
106.78,0,2.93,18,0,0.9,2,1987.7,0,0
131.47,1,5.4,0,1,2.691,3,165.9,0,1
32.49,0,2.16,16,0,-0.086,0,973.3,0,1
244.68,0,60.12,12,0,-1.74,0,296.4,0,0
21.08,0,18.54,19,0,0.707,1,1121.8,0,0
83.56,0,41.72,13,0,0.665,1,496.4,0,0
100.95,1,30.62,18,0,0.034,2,1066.7,0,0
31.53,0,11.51,9,0,-0.631,0,1430.2,0,0
692.11,1,3.63,23,1,3.745,8,179.7,1,1
120.66,0,48.33,13,0,-0.928,0,873.3,0,0
43.09,0,4.45,18,0,-0.628,2,1352.1,0,0
120.41,0,46.87,11,0,0.159,1,1371.0,0,0
256.66,0,1.0,0,1,2.928,11,58.0,0,1
13.96,0,8.42,21,0,-1.475,1,1620.5,0,0
88.65,0,3.14,16,0,0.34,3,2135.0,0,0
46.98,0,24.58,1,0,0.058,0,1841.9,0,0
177.19,0,96.85,11,0,1.03,0,248.9,0,0
64.24,0,12.06,17,1,0.561,2,705.4,0,0
192.84,0,2.45,18,0,-0.578,5,582.0,0,0
102.66,1,2.29,9,0,-1.353,1,1255.4,0,0
59.84,0,10.77,13,0,-0.657,0,878.2,0,0
627.43,1,0.69,5,1,2.732,6,32.2,1,1
130.26,0,43.29,8,0,1.105,1,625.7,0,0
130.97,0,23.85,12,0,0.235,0,714.5,0,0
99.6,1,27.07,12,0,0.478,1,761.5,0,0
9.5,0,44.57,14,0,-0.503,1,1349.0,0,0
28.93,0,16.52,17,0,0.388,2,392.4,1,0
216.26,0,29.15,8,0,-1.216,0,627.3,0,0
22.93,0,8.85,8,0,0.748,0,213.2,0,0
141.19,0,4.3,9,0,-0.924,0,1339.7,0,0
121.57,1,49.21,12,0,-1.58,1,1550.2,0,0
35.99,0,8.52,11,0,1.81,1,1170.8,0,0
920.34,1,0.65,22,1,2.45,6,36.7,1,1
12.23,0,77.47,17,0,0.108,0,1256.9,0,0
41.12,0,9.4,11,0,0.086,2,1035.9,0,0
390.06,0,9.23,7,0,-1.496,1,1163.0,0,0
32.02,0,25.38,14,0,0.498,3,328.1,0,0
33.95,0,21.24,18,0,0.709,1,1142.2,0,0
28.56,0,1.08,11,0,-0.159,1,599.8,0,0
187.27,0,10.15,10,0,0.712,0,1262.4,1,0
54.25,0,37.19,15,0,0.936,1,841.2,0,0
39.17,1,3.1,15,0,0.421,0,1742.1,0,0
221.73,0,18.16,8,0,-1.733,0,1059.0,0,0
109.13,0,14.18,9,0,-0.921,1,572.1,0,0
30.53,1,2.01,20,0,1.35,1,474.6,0,0
23.57,0,25.99,17,0,0.066,1,605.7,0,0
178.47,0,27.85,15,0,0.07,1,922.7,0,0
67.64,0,6.47,19,0,-0.665,2,1684.4,0,0
17.87,0,17.51,10,0,-0.51,0,748.3,0,0
14.65,0,0.29,8,0,0.954,1,1121.2,0,0
25.83,0,20.91,13,0,1.199,1,455.6,0,0
23.25,0,20.19,11,0,0.638,1,1245.4,0,0
11.71,0,1.7,9,0,0.441,0,862.1,0,0
26.19,0,14.06,23,0,0.501,2,1113.7,0,0
30.53,0,4.75,12,0,-0.056,1,1813.4,0,0
45.0,0,30.06,18,0,-0.963,1,980.6,0,0
281.17,0,16.66,14,0,-1.136,0,487.2,0,0
53.15,0,19.81,15,0,1.052,1,1017.3,0,0
57.83,0,1.18,12,0,-0.026,2,999.8,0,0
102.81,0,5.55,13,0,0.382,2,1353.0,0,0
54.5,0,35.34,11,0,0.169,0,974.1,0,0
93.7,0,7.85,17,0,0.209,0,1775.8,0,0
84.65,0,55.83,17,0,0.276,1,1382.3,0,0
74.01,1,24.03,11,0,0.558,1,985.3,0,0
700.29,0,34.48,17,0,-0.614,1,928.6,0,0
144.67,0,15.13,23,0,0.946,2,539.0,0,0
26.59,0,13.98,10,0,-0.59,2,786.0,0,0
91.35,0,0.38,20,0,0.192,1,399.1,1,0
34.02,0,0.76,9,0,-0.946,1,872.5,0,0
97.45,0,55.08,18,0,-0.133,1,351.9,0,0
20.72,0,8.12,18,0,-0.528,1,996.7,0,0
26.01,0,13.33,18,0,0.019,2,514.4,0,0
89.33,0,21.12,12,0,0.588,1,1130.4,0,0
155.71,0,0.83,6,0,0.061,2,958.1,0,0
102.23,0,24.15,14,0,1.569,1,716.4,0,0
137.83,0,4.5,8,0,0.637,0,443.3,0,0
91.63,0,14.36,18,0,-0.183,2,919.3,0,0
77.22,0,14.47,18,0,-0.069,1,885.0,0,0
43.46,0,2.01,11,0,0.302,0,2081.8,0,1
133.09,0,6.81,10,0,0.563,2,766.1,0,0
159.36,0,15.8,14,0,-0.987,1,1309.6,0,0
63.2,0,18.96,22,0,0.509,0,652.8,0,0
60.38,0,14.16,15,0,-0.966,2,560.3,0,0
257.93,0,8.47,12,0,0.432,0,1178.7,0,0
65.54,0,58.6,12,0,0.88,1,743.6,0,0
71.12,0,1.0,10,0,0.24,0,907.3,1,0
100.64,0,9.14,15,0,-1.861,2,247.2,0,0
178.26,1,0.45,2,1,2.562,6,261.6,1,1
61.37,0,8.11,13,1,-1.426,0,668.6,0,0
33.21,0,4.0,8,0,0.45,1,713.1,0,1
91.95,0,24.73,14,0,-1.963,0,529.3,0,0
