sme_id,month,monthly_inflow,monthly_outflow,overdraft_days_used,late_supplier_payments,inflow_volatility_3m,cash_runway_months,distressed_within_6_months
SME-380,11,57381.27,61030.1,4,1,0.175,4.05,0
SME-380,12,47115.2,32543.24,2,0,0.1595,5.27,0
SME-381,1,23967.12,20126.73,1,0,0.1269,10.07,0
SME-381,2,16998.44,11323.14,0,2,0.1701,10.38,0
SME-381,3,21960.06,15758.69,2,1,0.1396,9.76,0
SME-381,4,18727.0,13416.19,2,0,0.1069,10.7,0
SME-381,5,20961.61,19232.66,2,0,0.0658,11.26,0
SME-381,6,19725.54,15288.82,0,1,0.0462,9.57,0
SME-381,7,26081.07,16745.11,1,0,0.1236,9.97,0
SME-381,8,16927.8,16570.71,2,1,0.1831,9.67,0
SME-381,9,27842.01,17657.64,2,2,0.2026,10.39,0
SME-381,10,16223.81,13097.22,1,1,0.2616,11.08,0
SME-381,11,24341.63,14668.27,1,0,0.2134,9.99,0
SME-381,12,19548.92,13123.76,2,2,0.1663,9.59,0
SME-382,1,20546.98,23872.84,2,1,0.172,4.91,1
SME-382,2,28136.32,28748.91,0,0,0.1559,4.7,1
SME-382,3,22804.89,23527.26,0,0,0.1335,4.22,1
SME-382,4,23788.09,21107.24,1,2,0.093,5.44,1
SME-382,5,25306.0,31502.21,1,1,0.0429,5.61,1
SME-382,6,28777.7,24661.56,5,1,0.0805,4.38,1
SME-382,7,23448.86,20208.0,3,3,0.1083,5.36,1
SME-382,8,17456.44,16235.93,1,1,0.2401,4.57,1
SME-382,9,22129.62,22737.58,3,0,0.1813,4.09,1
SME-382,10,17698.08,18022.37,8,3,0.2012,3.87,1
SME-382,11,23316.44,29903.13,3,3,0.1879,3.23,1
SME-382,12,12240.62,13163.46,7,3,0.402,3.05,1
SME-383,1,12043.65,11584.25,1,2,0.2281,1.04,1
SME-383,2,16559.89,11893.05,6,3,0.1579,1.42,1
SME-383,3,12089.45,11343.26,2,1,0.1562,2.19,1
SME-383,4,13643.21,11597.08,5,1,0.1314,1.8,1
SME-383,5,16195.18,13458.47,1,0,0.1211,1.54,1
SME-383,6,16757.46,16152.21,2,2,0.0872,2.74,1
SME-383,7,18471.95,19358.8,3,0,0.0734,1.68,1
SME-383,8,11211.31,10237.57,4,1,0.2474,1.71,1
SME-383,9,15368.66,15986.06,6,2,0.2583,1.11,1
SME-383,10,14213.85,14013.0,6,0,0.1855,1.5,1
SME-383,11,13342.15,13269.08,7,3,0.1483,0.99,1
SME-383,12,10487.04,10815.37,4,3,0.2661,1.66,1
SME-384,1,49097.92,42189.33,2,1,0.1085,9.36,0
SME-384,2,44095.68,32243.06,0,1,0.0537,9.06,0
SME-384,3,52310.87,46542.96,0,2,0.0697,9.1,0
SME-384,4,35766.97,38778.81,0,0,0.1533,9.15,0
SME-384,5,46053.94,38014.09,2,1,0.1525,9.05,0
SME-384,6,63341.7,47684.12,1,0,0.2351,9.94,0
SME-384,7,45756.83,44511.1,0,1,0.1589,8.38,0
SME-384,8,51985.88,46768.16,3,0,0.1356,9.26,0
SME-384,9,46093.37,44599.47,0,2,0.0597,9.42,0
SME-384,10,65478.81,52343.71,1,1,0.1488,9.28,0
SME-384,11,51401.79,52903.94,0,0,0.1506,9.86,0
SME-384,12,45589.66,41838.55,0,3,0.1542,9.9,0
SME-385,1,37175.48,37218.7,1,0,0.0621,9.26,0
SME-385,2,38799.84,35254.27,0,0,0.0214,9.87,0
SME-385,3,36675.63,36066.87,2,1,0.0241,8.95,0
SME-385,4,36005.7,23912.05,0,0,0.0321,10.28,0
SME-385,5,40691.99,34562.35,1,1,0.0548,10.41,0
SME-385,6,33806.57,32752.09,1,0,0.078,9.17,0
SME-385,7,42006.71,31779.47,1,0,0.0926,10.27,0
SME-385,8,36675.98,26068.73,0,0,0.0906,9.79,0
SME-385,9,29590.17,30548.78,4,1,0.1409,9.98,0
SME-385,10,35267.86,32127.56,4,2,0.0905,10.99,0
SME-385,11,29048.37,22037.57,2,1,0.0899,10.71,0
SME-385,12,36559.84,30914.26,3,0,0.0975,10.55,0
SME-386,1,38212.46,45058.31,4,2,0.1711,5.62,0
SME-386,2,43490.25,36011.07,1,0,0.0646,6.32,0
SME-386,3,38839.33,25229.7,2,0,0.0586,4.87,0
SME-386,4,35465.13,27487.34,3,0,0.0838,5.09,0
SME-386,5,38640.2,30181.86,1,0,0.0411,5.35,0
SME-386,6,29034.59,28047.64,1,1,0.1162,5.49,0
SME-386,7,33655.62,25436.3,1,1,0.1161,6.42,0
SME-386,8,33199.37,24478.53,2,0,0.065,5.22,0
SME-386,9,32670.77,24474.13,2,0,0.0121,5.48,0
SME-386,10,42195.32,29231.28,0,0,0.1213,5.98,0
SME-386,11,35638.28,30848.28,1,0,0.108,6.09,0
SME-386,12,38584.57,37058.55,0,1,0.0691,4.96,0
SME-387,1,35909.63,28253.23,4,0,0.1677,8.03,0
SME-387,2,38940.21,27665.99,3,1,0.0405,8.09,0
SME-387,3,36778.84,27392.31,0,0,0.0342,7.52,0
SME-387,4,29125.25,24831.23,0,0,0.1205,8.19,0
SME-387,5,30794.4,30243.78,0,2,0.1019,8.48,0
SME-387,6,33069.21,26024.72,3,0,0.0521,8.01,0
SME-387,7,32700.08,27657.79,3,2,0.031,8.22,0
SME-387,8,40296.32,38124.6,0,1,0.0989,6.73,0
SME-387,9,32931.73,30445.37,0,1,0.0999,7.97,0
SME-387,10,37552.39,30842.87,2,0,0.0823,7.77,0
SME-387,11,28278.25,25518.36,0,1,0.115,8.69,0
SME-387,12,30092.22,26762.66,2,0,0.1255,8.26,0
SME-388,1,25221.13,26215.15,0,0,0.0513,12.36,0
SME-388,2,26234.29,25180.19,0,1,0.0197,11.57,0
SME-388,3,29301.48,24122.54,1,0,0.0644,12.39,0
SME-388,4,24837.28,23927.83,2,1,0.0696,13.8,0
SME-388,5,31717.34,26018.59,0,1,0.0996,12.13,0
SME-388,6,29115.25,23897.0,1,0,0.0993,12.09,0
SME-388,7,31635.38,25870.68,1,0,0.0392,13.68,0
SME-388,8,29257.0,25368.21,0,1,0.0385,11.78,0
SME-388,9,33369.62,29408.37,1,1,0.0537,11.61,0
SME-388,10,28010.54,24103.49,1,1,0.0758,12.78,0
SME-388,11,30352.71,23847.16,3,3,0.0717,12.31,0
SME-388,12,25499.39,21551.79,1,1,0.0709,12.46,0
SME-389,1,32445.21,23273.77,1,1,0.1157,8.71,0
SME-389,2,26820.05,16468.7,1,0,0.0949,8.81,0
SME-389,3,25257.95,19445.4,3,0,0.1096,8.39,0
SME-389,4,30558.15,22637.12,1,1,0.0807,9.25,0
SME-389,5,26484.43,20497.32,3,0,0.0826,9.28,0
SME-389,6,33882.05,21476.54,0,0,0.0998,8.76,0
SME-389,7,31513.62,26001.47,5,1,0.1007,9.46,0
SME-389,8,26589.47,21608.46,3,0,0.0991,9.37,0
SME-389,9,38526.31,28783.27,0,3,0.1521,9.3,0
SME-389,10,29302.82,19310.44,0,1,0.1623,9.03,0
SME-389,11,31445.02,23480.9,3,0,0.1191,10.38,0
SME-389,12,32140.6,24313.26,1,2,0.039,10.17,0
SME-390,1,69365.22,53318.34,0,0,0.148,9.4,0
SME-390,2,56505.39,53617.45,2,0,0.1022,9.86,0
SME-390,3,57313.72,51565.51,2,0,0.0963,10.06,0
SME-390,4,68099.18,69484.28,2,0,0.0872,10.01,0
SME-390,5,62993.65,64980.72,1,1,0.0701,9.54,0
SME-390,6,52731.49,53137.89,1,0,0.1043,9.48,0
SME-390,7,55755.53,47385.47,1,3,0.0753,9.3,0
SME-390,8,69543.31,52316.7,2,0,0.1233,9.14,0
SME-390,9,69501.85,58500.11,0,1,0.0999,9.2,0
SME-390,10,65672.16,54795.1,2,1,0.0266,10.41,0
SME-390,11,59716.99,59862.14,0,0,0.062,8.64,0
SME-390,12,65182.82,58539.17,0,0,0.0425,9.87,0
SME-391,1,50779.83,63400.05,3,0,0.0659,7.63,0
SME-391,2,29497.84,31679.26,0,0,0.2651,6.58,0
SME-391,3,33071.43,30430.15,1,0,0.2463,8.27,0
SME-391,4,37040.31,48011.07,0,2,0.0928,6.95,0
SME-391,5,34869.45,30627.76,0,0,0.0464,7.71,0
SME-391,6,51088.59,43706.21,1,1,0.1753,8.01,0
SME-391,7,39653.49,37202.94,2,3,0.1625,7.5,0
SME-391,8,35713.75,29605.76,0,0,0.1547,7.11,0
SME-391,9,34386.75,28363.28,2,2,0.0611,6.74,0
SME-391,10,28580.34,32716.36,0,0,0.0942,8.06,0
SME-391,11,42214.83,38416.26,1,1,0.1593,7.44,0
SME-391,12,39510.05,38873.38,2,1,0.1603,8.22,0
SME-392,1,31833.04,22548.23,3,0,0.1039,8.86,0
SME-392,2,34881.22,29461.46,0,1,0.0457,8.62,0
SME-392,3,41721.15,25684.98,1,0,0.1144,8.12,0
SME-392,4,33062.21,24567.85,2,0,0.102,8.37,0
SME-392,5,27457.86,20137.62,0,0,0.1722,9.24,0
SME-392,6,35562.29,23671.85,2,2,0.1058,8.75,0
SME-392,7,39028.58,27882.72,0,0,0.1425,9.11,0
SME-392,8,43434.72,40230.69,1,0,0.0819,8.8,0
SME-392,9,41554.22,29593.8,1,0,0.0437,8.04,0
SME-392,10,40830.42,37115.18,3,1,0.0262,8.62,0
SME-392,11,29356.39,27763.46,1,1,0.15,8.65,0
SME-392,12,37490.04,27782.26,0,1,0.1343,8.37,0
SME-393,1,72068.25,60399.65,0,0,0.1445,5.41,0
SME-393,2,75666.38,58965.49,0,0,0.0244,5.19,0
SME-393,3,86091.58,82511.79,1,1,0.0763,5.65,0
SME-393,4,86658.77,68974.89,1,2,0.061,6.14,0
SME-393,5,84001.98,58349.64,2,1,0.0133,5.56,0
SME-393,6,84470.39,60226.85,2,0,0.0136,6.16,0
SME-393,7,85973.3,62316.28,2,1,0.0099,7.07,0
SME-393,8,71629.42,62739.43,1,0,0.0798,6.32,0
SME-393,9,94529.97,85466.54,0,0,0.1124,6.2,0
SME-393,10,78136.68,72874.35,5,0,0.1183,4.98,0
SME-393,11,94126.56,91649.3,3,0,0.0858,4.89,0
SME-393,12,66158.7,55865.13,1,0,0.1442,5.14,0
SME-394,1,32705.9,31403.97,1,0,0.0706,7.83,0
SME-394,2,30573.3,26324.92,0,1,0.0337,8.11,0
SME-394,3,34365.81,31261.45,1,2,0.0477,6.56,0
SME-394,4,43398.9,36161.12,0,2,0.149,6.94,0
SME-394,5,35857.07,31458.69,1,0,0.1044,8.59,0
SME-394,6,39713.95,37717.1,1,2,0.0776,6.65,0
SME-394,7,45568.44,45578.99,1,1,0.0989,7.7,0
SME-394,8,28801.95,23633.3,3,1,0.1827,6.66,0
SME-394,9,34929.88,39041.78,1,1,0.1901,6.34,0
SME-394,10,37651.99,33506.92,2,0,0.1095,7.04,0
SME-394,11,28942.89,30752.67,1,1,0.1075,6.46,0
SME-394,12,28508.59,27831.59,0,0,0.1329,6.8,0
SME-395,1,8399.9,8676.18,3,0,0.4452,1.22,1
SME-395,2,11773.52,11032.79,6,0,0.1672,2.67,1
SME-395,3,16176.5,16554.22,2,0,0.2628,1.13,1
SME-395,4,12222.85,11292.13,4,0,0.1477,1.38,1
SME-395,5,11482.8,10508.56,3,1,0.155,2.33,1
SME-395,6,13935.71,13282.15,1,2,0.0819,2.37,1
SME-395,7,10099.94,12293.72,2,1,0.1565,2.13,1
SME-395,8,12345.67,15569.39,1,2,0.1576,1.34,1
SME-395,9,11089.78,10218.1,6,3,0.154,1.91,1
SME-395,10,10598.3,10698.04,6,3,0.1517,2.56,1
SME-395,11,11057.64,10206.41,6,2,0.1417,0.8,1
SME-395,12,9031.96,9174.6,7,2,0.2048,1.51,1
SME-396,1,34137.13,23037.64,2,0,0.113,12.83,0
SME-396,2,34713.89,23608.87,2,1,0.0084,12.59,0
SME-396,3,35110.05,31323.22,2,1,0.0115,15.13,0
SME-396,4,36796.31,32698.9,1,2,0.0254,13.56,0
SME-396,5,39524.31,28128.29,1,0,0.049,13.62,0
SME-396,6,30004.05,30863.91,4,0,0.1129,12.65,0
SME-396,7,27603.04,20648.88,1,0,0.159,13.11,0
SME-396,8,39875.9,29506.86,1,1,0.1634,13.47,0
SME-396,9,36842.2,35139.24,1,0,0.1501,12.62,0
SME-396,10,34075.42,24408.65,4,0,0.0641,13.03,0
SME-396,11,38246.16,27050.89,0,0,0.0476,13.76,0
SME-396,12,31267.39,28069.76,2,1,0.083,12.89,0
SME-397,1,38989.59,25274.8,3,0,0.0903,12.08,0
SME-397,2,27562.39,22329.68,0,0,0.1717,10.21,0
SME-397,3,37496.96,28844.86,2,1,0.1462,11.39,0
SME-397,4,39512.02,32713.4,0,0,0.1499,11.04,0
SME-397,5,41311.3,25829.61,3,0,0.0395,11.68,0
SME-397,6,33372.77,20526.34,0,2,0.0893,11.44,0
SME-397,7,29125.18,17595.51,1,1,0.146,10.76,0
SME-397,8,34985.53,28367.78,7,0,0.0761,10.99,0
SME-397,9,45351.36,32331.92,2,0,0.1839,10.48,0
SME-397,10,29977.94,24705.62,2,0,0.1741,10.18,0
SME-397,11,38079.35,33102.08,3,0,0.1661,11.25,0
SME-397,12,37556.24,30565.9,0,2,0.1052,10.44,0
SME-398,1,31061.54,27818.07,2,0,0.1576,9.3,0
SME-398,2,41609.95,38165.71,2,1,0.1452,11.27,0
SME-398,3,40044.95,44441.24,6,1,0.1237,10.85,0
SME-398,4,34944.03,26085.8,2,0,0.0732,9.54,0
SME-398,5,33409.67,25597.49,3,2,0.0785,11.18,0
SME-398,6,37614.89,27898.38,1,0,0.0492,10.35,0
SME-398,7,33204.27,25982.13,0,0,0.0585,10.37,0
SME-398,8,37001.89,35609.33,2,1,0.0543,10.84,0
SME-398,9,45472.22,55824.45,0,0,0.133,11.3,0
SME-398,10,34444.35,30781.06,4,2,0.1209,11.75,0
SME-398,11,38531.7,32153.49,2,1,0.1153,11.89,0
SME-398,12,31456.23,30380.7,2,0,0.0833,10.68,0
SME-399,1,39411.45,32225.61,0,1,0.0662,8.85,0
SME-399,2,39448.8,33201.23,3,3,0.0005,8.85,0
SME-399,3,31062.02,20898.92,3,2,0.1077,7.86,0
SME-399,4,25912.67,23460.53,1,1,0.1736,9.63,0
SME-399,5,26916.53,21019.81,1,0,0.0797,8.54,0
SME-399,6,37271.57,26611.07,1,1,0.171,8.95,0
SME-399,7,27004.1,18262.62,1,0,0.1599,9.14,0
SME-399,8,30086.19,18604.83,3,2,0.1368,8.64,0
SME-399,9,29712.74,26073.35,1,0,0.0475,7.43,0
SME-399,10,26810.83,28480.69,0,0,0.0507,8.83,0
SME-399,11,42131.2,27685.34,2,0,0.2021,8.62,0
SME-399,12,27291.32,24170.83,0,2,0.2217,9.65,0
SME-400,1,36953.11,27892.24,2,1,0.1707,12.09,0
SME-400,2,36358.9,25448.89,1,1,0.0081,12.25,0
SME-400,3,36516.17,21013.1,0,0,0.0069,11.76,0
SME-400,4,37998.49,28205.32,2,1,0.02,12.16,0
SME-400,5,42887.92,26795.27,2,0,0.0696,11.46,0
SME-400,6,33265.62,23314.68,0,0,0.1032,11.79,0
SME-400,7,37165.16,26004.55,0,1,0.1046,11.77,0
SME-400,8,38678.09,24235.43,1,0,0.0627,11.93,0
SME-400,9,35767.97,23297.11,0,0,0.0319,11.7,0
SME-400,10,28463.18,16163.75,1,3,0.1253,12.05,0
SME-400,11,36880.11,25176.57,2,0,0.1108,11.83,0
SME-400,12,38503.18,35165.52,1,0,0.1271,12.1,0
SME-401,1,21551.49,20895.89,2,2,0.1558,3.44,0
SME-401,2,31695.43,33191.66,1,0,0.1905,4.01,0
SME-401,3,26466.97,23050.92,1,0,0.1559,4.26,0
SME-401,4,27015.25,23765.49,3,0,0.0826,5.2,0
SME-401,5,22443.13,18808.64,3,2,0.0805,4.35,0
SME-401,6,29886.56,28889.9,0,0,0.1159,4.64,0
SME-401,7,29315.3,24910.31,1,1,0.1243,3.16,0
SME-401,8,25778.99,18212.18,1,1,0.0641,4.17,0
SME-401,9,26351.38,22405.48,2,4,0.0571,4.6,0
SME-401,10,27675.22,18477.11,2,1,0.0299,3.92,0
SME-401,11,25810.39,23650.12,1,0,0.0294,5.17,0
SME-401,12,29578.32,25814.83,1,1,0.0556,5.63,0
SME-402,1,20541.8,17883.28,1,1,0.4411,3.15,1
SME-402,2,19572.63,20509.84,5,2,0.0242,2.96,1
SME-402,3,20112.29,20105.42,6,2,0.0198,4.39,1
SME-402,4,22155.38,19976.78,0,1,0.054,4.26,1
SME-402,5,20857.82,20147.2,5,1,0.0401,3.25,1
SME-402,6,20305.83,16596.98,1,0,0.0367,4.16,1
SME-402,7,24257.36,27378.13,3,0,0.1027,2.68,1
SME-402,8,22074.35,27317.29,4,3,0.1098,2.22,1
SME-402,9,21505.16,18027.01,4,4,0.115,2.76,1
SME-402,10,19324.28,21055.71,4,3,0.1551,3.93,1
SME-402,11,19084.38,17324.13,4,5,0.1357,3.45,1
SME-402,12,16940.67,21630.47,4,3,0.16,2.05,1
SME-403,1,41196.43,26099.99,2,1,0.1322,14.53,0
SME-403,2,53022.73,43429.65,2,2,0.1255,13.9,0
SME-403,3,47777.53,28536.33,1,0,0.1022,14.25,0
SME-403,4,37374.62,28029.49,1,1,0.1412,14.85,0
SME-403,5,58317.79,49754.45,1,2,0.1788,14.31,0
SME-403,6,51023.14,28809.48,2,0,0.1775,13.18,0
SME-403,7,37652.07,28477.37,3,1,0.1747,13.76,0
SME-403,8,46453.38,33772.26,1,0,0.1232,13.96,0
SME-403,9,40021.64,30964.86,1,1,0.0899,14.55,0
SME-403,10,43314.98,34142.04,0,0,0.0607,14.56,0
SME-403,11,47919.48,30802.58,3,2,0.074,13.81,0
SME-403,12,34555.56,23560.96,1,0,0.1322,13.43,0
SME-404,1,44133.34,35241.36,1,0,0.1572,12.67,0
SME-404,2,42549.07,39137.67,2,0,0.0183,11.88,0
SME-404,3,35090.76,32161.77,0,0,0.0971,11.08,0
SME-404,4,40540.58,42003.97,1,1,0.08,11.4,0
SME-404,5,37444.79,23841.64,2,0,0.0592,12.6,0
SME-404,6,36844.01,38121.84,0,2,0.0423,11.5,0
SME-404,7,41315.02,35631.71,1,1,0.0514,12.01,0
SME-404,8,40469.8,35950.24,1,1,0.049,10.71,0
SME-404,9,36583.72,27561.89,1,1,0.0522,12.29,0
SME-404,10,39911.68,37356.32,0,1,0.044,11.37,0
SME-404,11,42822.94,34380.33,1,2,0.0641,12.49,0
SME-404,12,38129.85,30466.0,0,1,0.048,11.1,0
SME-405,1,26768.74,19228.58,1,1,0.1672,6.5,0
SME-405,2,39573.39,32381.6,2,0,0.193,6.1,0
SME-405,3,30078.06,22638.72,3,0,0.1689,6.66,0
SME-405,4,27774.54,21485.58,1,0,0.1572,5.46,0
SME-405,5,30369.06,24181.84,1,1,0.0395,4.83,0
SME-405,6,30792.11,21162.95,1,0,0.045,6.35,0
SME-405,7,28812.67,16307.7,2,0,0.0284,6.69,0
SME-405,8,34443.1,29738.44,2,2,0.0744,5.15,0
SME-405,9,31965.7,25361.45,2,0,0.0726,5.83,0
SME-405,10,30616.14,17015.55,1,3,0.049,6.86,0
SME-405,11,27240.32,22018.51,2,1,0.0664,6.82,0
SME-405,12,39037.15,29467.18,2,0,0.1536,5.21,0
SME-406,1,25809.61,17811.87,5,2,0.1747,8.06,0
SME-406,2,31687.92,24434.37,0,0,0.1022,7.02,0
SME-406,3,30823.99,17439.38,2,0,0.088,7.59,0
SME-406,4,29318.68,20675.93,0,1,0.032,7.31,0
SME-406,5,33656.35,25402.51,4,0,0.0575,6.57,0
SME-406,6,23132.78,15645.98,2,0,0.1504,7.22,0
SME-406,7,36382.29,27791.14,0,1,0.1839,7.79,0
SME-406,8,33166.61,22938.64,2,0,0.1827,7.89,0
SME-406,9,31302.85,20118.32,2,1,0.0624,7.3,0
SME-406,10,24392.91,19215.6,0,2,0.1274,7.84,0
SME-406,11,25981.37,19935.21,4,0,0.1085,6.17,0
SME-406,12,35187.87,25653.25,2,1,0.1669,8.11,0
SME-407,1,24001.3,21581.97,1,1,0.0668,11.9,0
SME-407,2,30291.02,29815.14,0,0,0.1158,12.96,0
SME-407,3,28097.06,28627.18,2,0,0.0949,12.3,0
SME-407,4,29394.1,25638.07,0,0,0.0308,11.43,0
SME-407,5,30954.0,23729.66,0,0,0.0396,13.33,0
SME-407,6,28902.83,30377.41,0,1,0.0294,12.51,0
SME-407,7,36236.59,27846.29,1,1,0.0964,13.27,0
SME-407,8,35029.94,27435.83,1,0,0.0962,12.93,0
SME-407,9,27354.15,17442.08,2,0,0.1197,11.54,0
SME-407,10,28378.89,21192.17,2,0,0.1125,12.34,0
SME-407,11,28751.9,23692.08,0,0,0.021,12.23,0
SME-407,12,33837.42,31109.67,1,0,0.0821,11.81,0
SME-408,1,48990.31,38028.94,0,3,0.0724,7.68,0
SME-408,2,40143.35,25099.39,1,0,0.0993,7.17,0
SME-408,3,42021.47,30619.37,4,0,0.0871,8.33,0
SME-408,4,43367.07,32911.77,0,1,0.0316,7.24,0
SME-408,5,36777.6,25816.72,2,1,0.0698,8.22,0
SME-408,6,37964.16,26211.21,1,2,0.0728,6.98,0
SME-408,7,38575.94,26342.33,0,1,0.0198,8.37,0
SME-408,8,43344.82,29826.63,0,0,0.0602,7.69,0
SME-408,9,50329.75,36298.54,0,0,0.1095,6.92,0
SME-408,10,48971.73,34509.31,0,1,0.0636,7.15,0
SME-408,11,38458.44,22847.93,4,0,0.1155,7.99,0
SME-408,12,40796.07,32432.46,0,0,0.1055,7.14,0
SME-409,1,21857.49,23579.48,5,0,0.293,2.72,1
SME-409,2,24535.42,24777.16,4,1,0.0577,2.68,1
SME-409,3,17904.99,15839.43,2,1,0.1271,2.34,1
SME-409,4,28964.21,30848.48,3,0,0.1909,3.82,1
SME-409,5,23663.12,27175.79,3,1,0.1921,2.79,1
SME-409,6,28439.54,24918.02,3,3,0.0883,1.97,1
SME-409,7,25192.43,23042.63,7,0,0.101,2.72,1
SME-409,8,26629.15,22802.57,1,2,0.0939,2.78,1
SME-409,9,23796.25,24766.45,8,1,0.0941,2.45,1
SME-409,10,23856.62,22508.58,7,1,0.11,2.95,1
SME-409,11,25603.04,33873.06,4,0,0.1109,2.06,1
SME-409,12,23985.9,23671.63,3,2,0.1416,0.67,1
SME-410,1,59080.66,51422.73,0,1,0.0989,4.98,0
SME-410,2,62572.65,46908.77,2,0,0.0287,5.48,0
SME-410,3,61146.56,66614.66,1,0,0.0235,3.99,0
SME-410,4,51062.19,51551.61,1,2,0.0879,5.45,0
SME-410,5,61666.85,57729.35,1,1,0.0842,5.72,0
SME-410,6,57683.98,48046.62,1,3,0.077,5.81,0
SME-410,7,62299.68,44503.47,1,0,0.0337,6.19,0
SME-410,8,65829.27,61873.28,1,1,0.0538,5.01,0
SME-410,9,52532.53,50811.75,3,2,0.0934,5.28,0
SME-410,10,73333.92,71836.29,1,1,0.1346,4.95,0
SME-410,11,65005.29,53685.19,1,1,0.1344,5.54,0
SME-410,12,56466.07,44829.6,0,0,0.1061,5.47,0
SME-411,1,18224.0,17897.23,1,1,0.4443,3.7,1
SME-411,2,18658.86,15119.44,2,0,0.0118,3.67,1
SME-411,3,20488.65,17928.73,2,1,0.0513,3.81,1
SME-411,4,21050.94,16614.14,6,1,0.0509,3.64,1
SME-411,5,18105.94,19255.82,3,1,0.0642,3.62,1
SME-411,6,24855.71,20937.17,0,1,0.1295,3.17,1
SME-411,7,20432.22,20604.97,3,1,0.1555,2.7,1
SME-411,8,18618.41,16848.13,5,0,0.1674,2.72,1
SME-411,9,21167.17,20580.7,1,2,0.1082,3.48,1
SME-411,10,15605.47,13902.27,7,0,0.2001,2.91,1
SME-411,11,17180.47,19406.35,2,4,0.2401,1.98,1
SME-411,12,19889.04,24597.72,5,0,0.2073,2.29,1
SME-412,1,43446.23,31958.53,2,1,0.1598,11.44,0
SME-412,2,54028.96,38648.76,0,1,0.1086,11.03,0
SME-412,3,38699.06,34220.36,2,0,0.1412,10.82,0
SME-412,4,40030.32,34824.22,1,1,0.1567,11.12,0
SME-412,5,39060.73,30156.72,3,1,0.0143,10.95,0
SME-412,6,44138.5,39029.35,2,0,0.0536,11.08,0
SME-412,7,37907.2,31519.8,0,2,0.0671,10.63,0
SME-412,8,42283.06,41229.68,4,0,0.063,11.61,0
SME-412,9,37848.47,28132.77,2,0,0.0528,11.06,0
SME-412,10,38150.25,32828.33,5,1,0.0513,11.4,0
SME-412,11,41420.47,29035.16,1,0,0.0413,11.71,0
SME-412,12,54095.51,50111.41,3,2,0.1543,10.98,0
SME-413,1,18454.75,18406.49,2,0,0.0515,12.52,0
SME-413,2,19313.89,22784.08,0,0,0.0227,11.6,0
SME-413,3,16077.99,11084.9,4,0,0.0763,13.18,0
SME-413,4,26052.92,19808.49,0,0,0.2029,12.44,0
SME-413,5,16830.68,13951.1,0,1,0.2308,11.2,0
SME-413,6,20779.27,15789.3,1,0,0.178,12.28,0
SME-413,7,20346.14,19900.96,1,1,0.0915,11.67,0
SME-413,8,22438.12,19584.25,3,0,0.0426,12.35,0
SME-413,9,22992.32,21134.94,0,1,0.052,12.05,0
SME-413,10,18457.05,15883.71,1,1,0.0949,11.73,0
SME-413,11,18025.05,16190.55,1,1,0.1133,11.69,0
SME-413,12,25510.09,27784.05,0,1,0.166,12.84,0
SME-414,1,67846.95,62682.56,2,2,0.1452,7.12,0
SME-414,2,90831.07,71680.2,2,0,0.1448,8.1,0
SME-414,3,55014.68,64386.11,2,0,0.208,7.41,0
SME-414,4,68010.2,50534.26,1,1,0.2077,7.16,0
SME-414,5,58156.03,48868.87,4,1,0.0917,7.97,0
SME-414,6,55601.35,40932.17,0,0,0.0883,7.97,0
SME-414,7,74770.66,60312.59,4,0,0.1352,7.94,0
SME-414,8,63714.83,56046.06,1,2,0.1214,7.67,0
SME-414,9,76738.66,77650.52,3,0,0.0799,7.4,0
SME-414,10,74548.95,58470.37,1,0,0.0795,7.33,0
SME-414,11,91489.89,68086.02,2,1,0.093,7.44,0
SME-414,12,71001.79,74001.04,2,0,0.1131,6.74,0
SME-415,1,37330.52,30374.02,0,1,0.1597,6.35,0
SME-415,2,41617.22,41169.26,1,0,0.0543,5.69,0
SME-415,3,31258.63,24636.25,1,0,0.1157,5.55,0
SME-415,4,40817.43,35466.6,2,1,0.1242,5.97,0
SME-415,5,38848.37,36052.89,1,1,0.1115,6.08,0
SME-415,6,34185.63,31000.8,1,0,0.0733,5.76,0
SME-415,7,37677.63,25978.52,4,1,0.0537,6.22,0
SME-415,8,42561.04,33760.45,0,1,0.0901,6.32,0
SME-415,9,38328.11,37902.88,2,0,0.0548,6.17,0
SME-415,10,46667.49,40716.28,2,1,0.0801,5.58,0
SME-415,11,39310.8,40736.86,2,1,0.0898,5.93,0
SME-415,12,38378.61,32389.77,2,1,0.0894,6.07,0
SME-416,1,18576.89,16486.49,3,2,0.4495,4.41,1
SME-416,2,15562.18,13347.59,0,1,0.0883,4.65,1
SME-416,3,17361.53,16209.25,5,0,0.0721,4.06,1
SME-416,4,22630.19,22381.47,1,1,0.162,3.73,1
SME-416,5,21626.19,16483.69,4,2,0.1112,3.91,1
SME-416,6,19395.01,16089.94,3,2,0.0637,4.1,1
SME-416,7,23599.49,21557.52,4,2,0.0976,2.92,1
SME-416,8,15984.06,20110.86,4,4,0.2055,3.78,1
SME-416,9,26046.81,34448.44,6,3,0.2382,3.33,1
SME-416,10,18469.67,18512.25,9,2,0.3095,2.44,1
SME-416,11,16775.26,20174.87,2,3,0.311,1.98,1
SME-416,12,19653.35,22136.69,6,3,0.2118,1.91,1
SME-417,1,24946.41,22786.81,1,1,0.0756,7.92,0
SME-417,2,27762.87,24236.14,0,0,0.0534,7.16,0
